iter	Logloss
0	0.6524271034
1	0.60972861
2	0.5685276266
3	0.5374807537
4	0.5069747356
5	0.4740354359
6	0.4489633454
7	0.4235190865
8	0.4052271627
9	0.3863833097
10	0.367164239
11	0.3477616482
12	0.3308728543
13	0.3176116859
14	0.3051887643
15	0.2909396896
16	0.2796252718
17	0.2683485865
18	0.2591941111
19	0.2503206924
20	0.2428914637
21	0.2356370214
22	0.2272660092
23	0.220255762
24	0.2144114978
25	0.2082435996
26	0.2026995168
27	0.1975418455
28	0.1926330991
29	0.1883757293
30	0.1840897307
31	0.17944372
32	0.1762045608
33	0.1731198091
34	0.1685467758
35	0.1650351212
36	0.1617363311
37	0.1584369395
38	0.1561588835
39	0.1540250801
40	0.1512345423
41	0.1485875475
42	0.1456052694
43	0.1428067697
44	0.1404238946
45	0.138340677
46	0.1363745813
47	0.1337410038
48	0.1321051053
49	0.1303152522
50	0.1278993763
51	0.1264783505
52	0.1246863053
53	0.1232140151
54	0.121300519
55	0.1194432746
56	0.1181817007
57	0.1166072783
58	0.1154098842
59	0.1143951991
60	0.1133906109
61	0.1121957197
62	0.1109402124
63	0.1098678002
64	0.1086950373
65	0.1077055154
66	0.1068328471
67	0.1057345909
68	0.105066024
69	0.1040814685
70	0.1031714222
71	0.1024084566
72	0.1014558793
73	0.100627679
74	0.09961868636
75	0.09902638968
76	0.09803053376
77	0.09742085136
78	0.09703278766
79	0.09620064233
80	0.09556794428
81	0.0950456161
82	0.09407523699
83	0.09346391886
84	0.09266270477
85	0.09203227937
86	0.09135758607
87	0.09104784921
88	0.09040284035
89	0.089786784
90	0.08909405375
91	0.08869025171
92	0.0882724735
93	0.08786410814
94	0.08723044145
95	0.08686802919
96	0.08623803128
97	0.0857704807
98	0.08533517545
99	0.08488841421
100	0.08461361218
101	0.08420775028
102	0.08391240791
103	0.08354152724
104	0.08303270715
105	0.08274672289
106	0.08225668942
107	0.08186458322
108	0.08147811454
109	0.0808644982
110	0.08046834668
111	0.08002718251
112	0.07965056714
113	0.07931694797
114	0.07905697613
115	0.0787387852
116	0.07831848669
117	0.07795461078
118	0.07760035021
119	0.07713811019
120	0.07687585292
121	0.07650614725
122	0.07621244031
123	0.07599298208
124	0.07562504124
125	0.07529918398
126	0.07497455261
127	0.07479401511
128	0.07444295536
129	0.07403619005
130	0.07371647569
131	0.07322224653
132	0.07294244977
133	0.07270651117
134	0.0723481694
135	0.07202527641
136	0.07171303772
137	0.07149479428
138	0.07124953205
139	0.07105974739
140	0.07075460257
141	0.07060494248
142	0.07011306172
143	0.06975719871
144	0.06933631035
145	0.06899339683
146	0.06874762361
147	0.06839985369
148	0.06812434267
149	0.06793073022
150	0.0676990048
151	0.06736094192
152	0.06689172781
153	0.06668326098
154	0.06651638082
155	0.06624506041
156	0.06602862101
157	0.06581801609
158	0.06556115863
159	0.06540099602
160	0.06517590429
161	0.06504782379
162	0.06486709533
163	0.06468828998
164	0.06448185153
165	0.06424919047
166	0.06410337523
167	0.0638601413
168	0.06371654375
169	0.06351482703
170	0.06329357242
171	0.06302261399
172	0.06281863308
173	0.06258205157
174	0.06224291843
175	0.06204550813
176	0.06166022079
177	0.06152323494
178	0.0612733933
179	0.06101889747
180	0.06076943074
181	0.06054803694
182	0.06040527556
183	0.06011045236
184	0.0599430733
185	0.05971283619
186	0.05953789504
187	0.05921712943
188	0.05900700349
189	0.05889346529
190	0.05866029314
191	0.05849544848
192	0.05835588818
193	0.05823028793
194	0.0580395095
195	0.05786301844
196	0.05751968198
197	0.05738028588
198	0.05721232987
199	0.05706632133
200	0.05687734612
201	0.05673314297
202	0.05651324872
203	0.05626405661
204	0.05610403518
205	0.05578334999
206	0.05551890964
207	0.05535444421
208	0.05516827968
209	0.05500723434
210	0.05487209956
211	0.05463967397
212	0.05448059501
213	0.05430563133
214	0.05418708229
215	0.05406047571
216	0.05388800756
217	0.05367775303
218	0.0535237072
219	0.05335271134
220	0.05312443274
221	0.05297557649
222	0.05278951604
223	0.05257091811
224	0.05240864328
225	0.05222913329
226	0.0520452679
227	0.05191103928
228	0.05175381591
229	0.05162447661
230	0.05151243027
231	0.05136480286
232	0.05121272309
233	0.05109331416
234	0.05092704422
235	0.05076777742
236	0.05059006194
237	0.05048034304
238	0.05031323552
239	0.05020971025
240	0.04999465871
241	0.04987002863
242	0.04974503667
243	0.04960688178
244	0.04948584758
245	0.04934111437
246	0.04915845206
247	0.04903344138
248	0.04887714664
249	0.04872586762
250	0.0485795138
251	0.04846101671
252	0.04833707863
253	0.04824934092
254	0.04817430942
255	0.0480266548
256	0.0477428062
257	0.0476334804
258	0.04752606706
259	0.04739212717
260	0.04727830032
261	0.04713942013
262	0.04699178662
263	0.04682300067
264	0.0467306224
265	0.04660289929
266	0.04649045251
267	0.0462320948
268	0.04608500882
269	0.04590784387
270	0.04583851258
271	0.04562408991
272	0.04550737141
273	0.04531914095
274	0.04508684569
275	0.04493074391
276	0.04486096396
277	0.04476352718
278	0.04458684616
279	0.04444947939
280	0.04433702885
281	0.04420632687
282	0.04406259694
283	0.04391770943
284	0.04369097616
285	0.0436128674
286	0.04349023947
287	0.04338736216
288	0.04332780439
289	0.04321883858
290	0.04308720372
291	0.04292841686
292	0.04280248434
293	0.04263896159
294	0.04249444913
295	0.04232276593
296	0.04222251325
297	0.04210292547
298	0.04202419374
299	0.04191720686
300	0.0417793509
301	0.04167558537
302	0.04157725493
303	0.04151153097
304	0.04133479511
305	0.04119888297
306	0.04101975192
307	0.04086774781
308	0.04070953262
309	0.0405985647
310	0.04047742904
311	0.040404459
312	0.04028537745
313	0.04015178646
314	0.04001659434
315	0.03993286744
316	0.03984339851
317	0.03972514937
318	0.03962074578
319	0.03941271591
320	0.03927537564
321	0.03918086409
322	0.03910881661
323	0.0390344822
