,지역명,평당분양가격,연도,월
910,강원,7563.599999999999,2018,6
911,충북,7873.799999999999,2018,6
912,충남,8141.099999999999,2018,6
913,전북,7675.799999999999,2018,6
914,전남,7774.799999999999,2018,6
915,경북,8682.3,2018,6
916,경남,8893.5,2018,6
917,제주,12952.5,2018,6
918,서울,22506.0,2018,7
919,인천,11127.6,2018,7
920,경기,13041.6,2018,7
921,부산,13035.0,2018,7
922,대구,12249.6,2018,7
923,광주,9685.5,2018,7
924,대전,9698.7,2018,7
925,울산,10312.5,2018,7
926,세종,10332.3,2018,7
927,강원,7629.599999999999,2018,7
928,충북,7887.0,2018,7
929,충남,8141.099999999999,2018,7
930,전북,7698.9,2018,7
931,전남,7778.099999999999,2018,7
932,경북,8824.199999999999,2018,7
933,경남,8896.8,2018,7
934,제주,11002.2,2018,7
935,서울,22212.3,2018,8
936,인천,11031.9,2018,8
937,경기,13431.0,2018,8
938,부산,13107.6,2018,8
939,대구,12295.8,2018,8
940,광주,9685.5,2018,8
941,대전,9698.7,2018,8
942,울산,10312.5,2018,8
943,세종,10388.4,2018,8
944,강원,7669.2,2018,8
945,충북,7887.0,2018,8
946,충남,8071.799999999999,2018,8
947,전북,7626.299999999999,2018,8
948,전남,7778.099999999999,2018,8
949,경북,8589.9,2018,8
950,경남,8781.3,2018,8
951,제주,11002.2,2018,8
952,서울,23080.2,2018,9
953,인천,11031.9,2018,9
954,경기,13510.2,2018,9
955,부산,13497.0,2018,9
956,대구,12342.0,2018,9
957,광주,9672.3,2018,9
958,대전,11111.1,2018,9
959,울산,10312.5,2018,9
960,세종,10388.4,2018,9
961,강원,7685.7,2018,9
962,충북,7867.2,2018,9
963,충남,8071.799999999999,2018,9
964,전북,7626.299999999999,2018,9
965,전남,7761.599999999999,2018,9
966,경북,8721.9,2018,9
967,경남,9061.8,2018,9
968,제주,11002.2,2018,9
969,서울,24347.4,2018,10
970,인천,11352.0,2018,10
971,경기,13648.8,2018,10
972,부산,13318.8,2018,10
973,대구,12536.7,2018,10
974,광주,10045.2,2018,10
975,대전,11055.0,2018,10
976,울산,9537.0,2018,10
977,세종,10388.4,2018,10
978,강원,7778.099999999999,2018,10
979,충북,7867.2,2018,10
980,충남,8071.799999999999,2018,10
981,전북,7659.299999999999,2018,10
982,전남,7788.0,2018,10
983,경북,8662.5,2018,10
984,경남,9223.5,2018,10
985,제주,11002.2,2018,10
986,서울,24317.7,2018,11
987,인천,11724.9,2018,11
988,경기,13698.3,2018,11
989,부산,13332.0,2018,11
990,대구,12622.5,2018,11
991,광주,10563.3,2018,11
992,대전,11055.0,2018,11
993,울산,9537.0,2018,11
994,세종,10388.4,2018,11
995,강원,7873.799999999999,2018,11
996,충북,7811.099999999999,2018,11
997,충남,7989.299999999999,2018,11
998,전북,7731.9,2018,11
999,전남,7715.4,2018,11
1000,경북,8847.3,2018,11
1001,경남,9230.1,2018,11
1002,제주,10936.2,2018,11
1003,서울,24413.4,2018,12
1004,인천,11708.4,2018,12
1005,경기,13777.5,2018,12
1006,부산,13424.4,2018,12
1007,대구,12952.5,2018,12
1008,광주,10837.2,2018,12
1009,대전,12012.0,2018,12
1010,울산,10312.5,2018,12
1011,세종,10081.5,2018,12
1012,강원,7675.799999999999,2018,12
1013,충북,7811.099999999999,2018,12
1014,충남,7969.5,2018,12
1015,전북,7854.0,2018,12
1016,전남,7883.7,2018,12
1017,경북,8847.3,2018,12
1018,경남,9675.6,2018,12
1019,제주,11299.2,2018,12
1020,서울,25080.0,2019,1
1021,인천,11823.9,2019,1
1022,경기,14051.4,2019,1
1023,부산,13424.4,2019,1
1024,대구,13143.9,2019,1
1025,광주,10926.3,2019,1
1026,대전,12173.7,2019,1
1027,울산,10362.0,2019,1
1028,세종,10081.5,2019,1
1029,강원,7784.7,2019,1
1030,충북,7811.099999999999,2019,1
1031,충남,8127.9,2019,1
1032,전북,7854.0,2019,1
1033,전남,7966.2,2019,1
1034,경북,8705.4,2019,1
1035,경남,9675.6,2019,1
1036,제주,11299.2,2019,1
1037,서울,25169.1,2019,2
1038,인천,11847.0,2019,2
1039,경기,14044.8,2019,2
1040,부산,13424.4,2019,2
1041,대구,13160.4,2019,2
1042,광주,10926.3,2019,2
1043,대전,12173.7,2019,2
1044,울산,10362.0,2019,2
1045,세종,10081.5,2019,2
1046,강원,7784.7,2019,2
1047,충북,7550.4,2019,2
1048,충남,8484.3,2019,2
1049,전북,7873.799999999999,2019,2
1050,전남,7959.599999999999,2019,2
1051,경북,8751.6,2019,2
1052,경남,9675.6,2019,2
1053,제주,11299.2,2019,2
1054,서울,25647.6,2019,3
1055,인천,12150.6,2019,3
1056,경기,14417.7,2019,3
1057,부산,13424.4,2019,3
1058,대구,13117.5,2019,3
1059,광주,10926.3,2019,3
1060,대전,11913.0,2019,3
1061,울산,10362.0,2019,3
1062,세종,10081.5,2019,3
1063,강원,7936.5,2019,3
1064,충북,7560.299999999999,2019,3
1065,충남,8570.1,2019,3
1066,전북,8091.599999999999,2019,3
1067,전남,7880.4,2019,3
1068,경북,8741.699999999999,2019,3
1069,경남,9494.1,2019,3
1070,제주,11299.2,2019,3
1071,서울,25687.2,2019,4
1072,인천,12150.6,2019,4
1073,경기,14556.3,2019,4
1074,부산,12959.1,2019,4
1075,대구,13249.5,2019,4
1076,광주,10932.9,2019,4
1077,대전,11820.6,2019,4
1078,울산,10362.0,2019,4
1079,세종,11411.4,2019,4
1080,강원,8362.199999999999,2019,4
1081,충북,7596.599999999999,2019,4
1082,충남,8609.699999999999,2019,4
1083,전북,7953.0,2019,4
1084,전남,7623.0,2019,4
1085,경북,8642.699999999999,2019,4
1086,경남,9348.9,2019,4
1087,제주,11355.3,2019,4
1088,서울,25693.8,2019,5
1089,인천,12807.3,2019,5
1090,경기,14358.3,2019,5
1091,부산,12949.2,2019,5
1092,대구,13579.5,2019,5
1093,광주,11602.8,2019,5
1094,대전,11820.6,2019,5
1095,울산,10362.0,2019,5
1096,세종,11411.4,2019,5
1097,강원,8236.8,2019,5
1098,충북,7580.099999999999,2019,5
1099,충남,8916.6,2019,5
1100,전북,8147.7,2019,5
1101,전남,7484.4,2019,5
1102,경북,8378.699999999999,2019,5
1103,경남,9705.3,2019,5
1104,제주,11355.3,2019,5
1105,서울,26730.0,2019,6
1106,인천,12827.1,2019,6
1107,경기,14952.3,2019,6
1108,부산,12889.8,2019,6
1109,대구,13747.8,2019,6
1110,광주,11863.5,2019,6
1111,대전,11470.8,2019,6
1112,울산,10362.0,2019,6
1113,세종,11411.4,2019,6
1114,강원,8276.4,2019,6
1115,충북,7679.099999999999,2019,6
1116,충남,8639.4,2019,6
1117,전북,8147.7,2019,6
1118,전남,7656.0,2019,6
1119,경북,8378.699999999999,2019,6
1120,경남,9791.1,2019,6
1121,제주,12355.2,2019,6
1122,서울,26621.1,2019,7
1123,인천,12827.1,2019,7
1124,경기,14147.1,2019,7
1125,부산,12777.6,2019,7
1126,대구,14180.1,2019,7
1127,광주,12381.6,2019,7
1128,대전,11474.1,2019,7
1129,울산,10362.0,2019,7
1130,세종,11411.4,2019,7
1131,강원,8220.3,2019,7
1132,충북,7557.0,2019,7
1133,충남,8811.0,2019,7
1134,전북,8210.4,2019,7
1135,전남,7722.0,2019,7
1136,경북,8378.699999999999,2019,7
1137,경남,9791.1,2019,7
1138,제주,12767.7,2019,7
1139,서울,26706.9,2019,8
1140,인천,13005.3,2019,8
1141,경기,14331.9,2019,8
1142,부산,12972.3,2019,8
1143,대구,14239.5,2019,8
1144,광주,12279.3,2019,8
1145,대전,11170.5,2019,8
1146,울산,10362.0,2019,8
1147,세종,11411.4,2019,8
1148,강원,8223.6,2019,8
1149,충북,7388.7,2019,8
1150,충남,8715.3,2019,8
1151,전북,8679.0,2019,8
1152,전남,7735.2,2019,8
1153,경북,8682.3,2019,8
1154,경남,9824.1,2019,8
1155,제주,12767.7,2019,8
1156,서울,26680.5,2019,9
1157,인천,13005.3,2019,9
1158,경기,14655.3,2019,9
1159,부산,13275.9,2019,9
1160,대구,14381.4,2019,9
1161,광주,12279.3,2019,9
1162,대전,11358.6,2019,9
1163,울산,8992.5,2019,9
1164,세종,11411.4,2019,9
1165,강원,8190.599999999999,2019,9
1166,충북,7467.9,2019,9
1167,충남,8523.9,2019,9
1168,전북,8679.0,2019,9
1169,전남,8187.299999999999,2019,9
1170,경북,8771.4,2019,9
1171,경남,9883.5,2019,9
1172,제주,12767.7,2019,9
1173,서울,26700.3,2019,10
1174,인천,13025.1,2019,10
1175,경기,14589.3,2019,10
1176,부산,13332.0,2019,10
1177,대구,14536.5,2019,10
1178,광주,12444.3,2019,10
1179,대전,11985.6,2019,10
1180,울산,10362.0,2019,10
1181,세종,11411.4,2019,10
1182,강원,8118.0,2019,10
1183,충북,7497.599999999999,2019,10
1184,충남,8586.6,2019,10
1185,전북,8434.8,2019,10
1186,전남,8230.199999999999,2019,10
1187,경북,9616.2,2019,10
1188,경남,10589.7,2019,10
1189,제주,12767.7,2019,10
1190,서울,26604.6,2019,11
1191,인천,12942.6,2019,11
1192,경기,14694.9,2019,11
1193,부산,13150.5,2019,11
1194,대구,14460.6,2019,11
1195,광주,12658.8,2019,11
1196,대전,11985.6,2019,11
1197,울산,10362.0,2019,11
1198,세종,11411.4,2019,11
1199,강원,8283.0,2019,11
1200,충북,7599.9,2019,11
1201,충남,8586.6,2019,11
1202,전북,8144.4,2019,11
1203,전남,8292.9,2019,11
1204,경북,9616.2,2019,11
1205,경남,10563.3,2019,11
1206,제주,12810.6,2019,11
1207,서울,26251.5,2019,12
1208,인천,13206.6,2019,12
1209,경기,14826.9,2019,12
1210,부산,12817.2,2019,12
1211,대구,14427.6,2019,12
1212,광주,12652.2,2019,12
1213,대전,11985.6,2019,12
1214,울산,10371.9,2019,12
1215,세종,11411.4,2019,12
1216,강원,8283.0,2019,12
1217,충북,7606.5,2019,12
1218,충남,8712.0,2019,12
1219,전북,8144.4,2019,12
1220,전남,8091.599999999999,2019,12
1221,경북,9616.2,2019,12
1222,경남,10107.9,2019,12
1223,제주,12810.6,2019,12
1224,서울,26799.3,2020,1
1225,인천,13216.5,2020,1
1226,경기,14859.9,2020,1
1227,부산,12817.2,2020,1
1228,대구,14586.0,2020,1
1229,광주,12681.9,2020,1
1230,대전,11985.6,2020,1
1231,울산,10371.9,2020,1
1232,세종,11411.4,2020,1
1233,강원,8207.1,2020,1
1234,충북,7606.5,2020,1
1235,충남,8712.0,2020,1
1236,전북,8144.4,2020,1
1237,전남,8200.5,2020,1
1238,경북,10144.2,2020,1
1239,경남,10107.9,2020,1
1240,제주,13051.5,2020,1
1241,서울,26307.6,2020,2
1242,인천,13477.2,2020,2
1243,경기,14856.6,2020,2
1244,부산,12949.2,2020,2
1245,대구,14586.0,2020,2
1246,광주,12681.9,2020,2
1247,대전,11985.6,2020,2
1248,울산,10371.9,2020,2
1249,세종,11411.4,2020,2
1250,강원,8325.9,2020,2
1251,충북,7903.5,2020,2
1252,충남,8593.199999999999,2020,2
1253,전북,8144.4,2020,2
1254,전남,8269.8,2020,2
1255,경북,8431.5,2020,2
1256,경남,10107.9,2020,2
1257,제주,13051.5,2020,2
1258,서울,26495.7,2020,3
1259,인천,14058.0,2020,3
1260,경기,14770.8,2020,3
1261,부산,13035.0,2020,3
1262,대구,14843.4,2020,3
1263,광주,12681.9,2020,3
1264,대전,11226.6,2020,3
1265,울산,10371.9,2020,3
1266,세종,11411.4,2020,3
1267,강원,8144.4,2020,3
1268,충북,7920.0,2020,3
1269,충남,8606.4,2020,3
1270,전북,8144.4,2020,3
1271,전남,8500.8,2020,3
1272,경북,8431.5,2020,3
1273,경남,9794.4,2020,3
1274,제주,13051.5,2020,3
1275,서울,26367.0,2020,4
1276,인천,14067.9,2020,4
1277,경기,15057.9,2020,4
1278,부산,12896.4,2020,4
1279,대구,15100.8,2020,4
1280,광주,12685.2,2020,4
1281,대전,11074.8,2020,4
1282,울산,10371.9,2020,4
1283,세종,11355.3,2020,4
1284,강원,8708.699999999999,2020,4
1285,충북,7920.0,2020,4
1286,충남,8708.699999999999,2020,4
1287,전북,8259.9,2020,4
1288,전남,8550.3,2020,4
1289,경북,8807.699999999999,2020,4
1290,경남,10404.9,2020,4
1291,제주,13480.5,2020,4
1292,서울,27030.3,2020,5
1293,인천,14338.5,2020,5
1294,경기,13942.5,2020,5
1295,부산,13272.6,2020,5
1296,대구,15335.1,2020,5
1297,광주,12648.9,2020,5
1298,대전,11008.8,2020,5
1299,울산,10969.2,2020,5
1300,세종,11355.3,2020,5
1301,강원,8784.6,2020,5
1302,충북,7936.5,2020,5
1303,충남,8735.1,2020,5
1304,전북,8184.0,2020,5
1305,전남,8576.699999999999,2020,5
1306,경북,8807.699999999999,2020,5
1307,경남,9969.3,2020,5
1308,제주,14902.8,2020,5
1309,서울,27558.3,2020,6
1310,인천,14661.9,2020,6
1311,경기,13586.1,2020,6
1312,부산,13272.6,2020,6
1313,대구,15173.4,2020,6
1314,광주,12599.4,2020,6
1315,대전,11246.4,2020,6
1316,울산,12371.7,2020,6
1317,세종,11355.3,2020,6
1318,강원,9084.9,2020,6
1319,충북,7949.7,2020,6
1320,충남,8847.3,2020,6
1321,전북,8259.9,2020,6
1322,전남,8566.8,2020,6
1323,경북,8807.699999999999,2020,6
1324,경남,10329.0,2020,6
1325,제주,14922.6,2020,6
1326,서울,26763.0,2020,7
1327,인천,14635.5,2020,7
1328,경기,14322.0,2020,7
1329,부산,13467.3,2020,7
1330,대구,15312.0,2020,7
1331,광주,12688.5,2020,7
1332,대전,11051.7,2020,7
1333,울산,12790.8,2020,7
1334,세종,11355.3,2020,7
1335,강원,9457.8,2020,7
1336,충북,7949.7,2020,7
1337,충남,8936.4,2020,7
1338,전북,8190.599999999999,2020,7
1339,전남,8553.6,2020,7
1340,경북,9744.9,2020,7
1341,경남,10276.2,2020,7
1342,제주,15338.4,2020,7
1343,서울,26723.4,2020,8
1344,인천,15318.6,2020,8
1345,경기,13972.2,2020,8
1346,부산,13266.0,2020,8
1347,대구,15292.2,2020,8
1348,광주,12190.2,2020,8
1349,대전,10982.4,2020,8
1350,울산,13645.5,2020,8
1351,세종,11355.3,2020,8
1352,강원,9867.0,2020,8
1353,충북,7929.9,2020,8
1354,충남,8946.3,2020,8
1355,전북,8190.599999999999,2020,8
1356,전남,8873.699999999999,2020,8
1357,경북,10216.8,2020,8
1358,경남,10276.2,2020,8
1359,제주,15338.4,2020,8
1360,서울,26776.2,2020,9
1361,인천,15318.6,2020,9
1362,경기,14097.6,2020,9
1363,부산,13266.0,2020,9
1364,대구,15325.2,2020,9
1365,광주,12282.6,2020,9
1366,대전,10827.3,2020,9
1367,울산,13734.6,2020,9
1368,세종,11355.3,2020,9
1369,강원,10322.4,2020,9
1370,충북,7900.2,2020,9
1371,충남,9015.6,2020,9
1372,전북,8309.4,2020,9
1373,전남,8853.9,2020,9
1374,경북,10216.8,2020,9
1375,경남,10276.2,2020,9
1376,제주,15338.4,2020,9
1377,서울,26660.7,2020,10
1378,인천,15576.0,2020,10
1379,경기,14341.8,2020,10
1380,부산,13114.2,2020,10
1381,대구,15404.4,2020,10
1382,광주,12282.6,2020,10
1383,대전,10579.8,2020,10
1384,울산,13803.9,2020,10
1385,세종,11299.2,2020,10
1386,강원,10322.4,2020,10
1387,충북,7893.599999999999,2020,10
1388,충남,8880.3,2020,10
1389,전북,8487.6,2020,10
1390,전남,8969.4,2020,10
1391,경북,10114.5,2020,10
1392,경남,10253.1,2020,10
1393,제주,15338.4,2020,10
1394,서울,27172.2,2020,11
1395,인천,15737.7,2020,11
1396,경기,14318.7,2020,11
1397,부산,13569.6,2020,11
1398,대구,15457.2,2020,11
1399,광주,12358.5,2020,11
1400,대전,10579.8,2020,11
1401,울산,13803.9,2020,11
1402,세종,11299.2,2020,11
1403,강원,10395.0,2020,11
1404,충북,8078.4,2020,11
1405,충남,9180.6,2020,11
1406,전북,8679.0,2020,11
1407,전남,9104.7,2020,11
1408,경북,10470.9,2020,11
1409,경남,10272.9,2020,11
1410,제주,15338.4,2020,11
1411,서울,28267.8,2020,12
1412,인천,15681.6,2020,12
1413,경기,14473.8,2020,12
1414,부산,14044.8,2020,12
1415,대구,15325.2,2020,12
1416,광주,12219.9,2020,12
1417,대전,10579.8,2020,12
1418,울산,13827.0,2020,12
1419,세종,11299.2,2020,12
1420,강원,10355.4,2020,12
1421,충북,8527.199999999999,2020,12
1422,충남,9111.3,2020,12
1423,전북,8811.0,2020,12
1424,전남,9342.3,2020,12
1425,경북,10345.5,2020,12
1426,경남,9860.4,2020,12
1427,제주,15338.4,2020,12
1428,서울,28267.8,2021,1
1429,인천,15602.4,2021,1
1430,경기,14414.4,2021,1
1431,부산,14038.2,2021,1
1432,대구,15354.9,2021,1
1433,광주,12906.3,2021,1
1434,대전,10579.8,2021,1
1435,울산,13787.4,2021,1
1436,세종,12533.4,2021,1
1437,강원,10355.4,2021,1
1438,충북,8527.199999999999,2021,1
1439,충남,9111.3,2021,1
1440,전북,8708.699999999999,2021,1
1441,전남,9329.1,2021,1
1442,경북,10345.5,2021,1
1443,경남,9860.4,2021,1
1444,제주,17156.7,2021,1
1445,서울,28182.0,2021,2
1446,인천,15651.9,2021,2
1447,경기,14460.6,2021,2
1448,부산,14163.6,2021,2
1449,대구,15328.5,2021,2
1450,광주,13902.9,2021,2
1451,대전,11358.6,2021,2
1452,울산,13787.4,2021,2
1453,세종,12533.4,2021,2
1454,강원,10401.6,2021,2
1455,충북,8606.4,2021,2
1456,충남,9141.0,2021,2
1457,전북,8718.6,2021,2
1458,전남,9827.4,2021,2
1459,경북,10107.9,2021,2
1460,경남,10309.2,2021,2
1461,제주,17156.7,2021,2
1462,서울,28290.9,2021,3
1463,인천,15717.9,2021,3
1464,경기,14440.8,2021,3
1465,부산,14163.6,2021,3
1466,대구,15470.4,2021,3
1467,광주,13919.4,2021,3
1468,대전,11358.6,2021,3
1469,울산,13965.6,2021,3
1470,세종,12533.4,2021,3
1471,강원,9576.6,2021,3
1472,충북,8619.6,2021,3
1473,충남,9124.5,2021,3
1474,전북,8718.6,2021,3
1475,전남,9909.9,2021,3
1476,경북,10107.9,2021,3
1477,경남,10404.9,2021,3
1478,제주,23756.7,2021,3
1479,서울,28135.8,2021,4
1480,인천,15549.6,2021,4
1481,경기,14364.9,2021,4
1482,부산,14427.6,2021,4
1483,대구,15536.4,2021,4
1484,광주,13919.4,2021,4
1485,대전,11484.0,2021,4
1486,울산,14312.1,2021,4
1487,세종,12533.4,2021,4
1488,강원,9504.0,2021,4
1489,충북,8586.6,2021,4
1490,충남,9170.7,2021,4
1491,전북,8761.5,2021,4
1492,전남,9669.0,2021,4
1493,경북,10190.4,2021,4
1494,경남,10296.0,2021,4
1495,제주,23756.7,2021,4
1496,서울,28597.8,2021,5
1497,인천,15189.9,2021,5
1498,경기,13982.1,2021,5
1499,부산,14579.4,2021,5
1500,대구,15519.9,2021,5
1501,광주,13978.8,2021,5
1502,대전,12213.3,2021,5
1503,울산,14586.0,2021,5
1504,세종,12533.4,2021,5
1505,강원,9454.5,2021,5
1506,충북,8586.6,2021,5
1507,충남,9177.3,2021,5
1508,전북,8853.9,2021,5
1509,전남,9659.1,2021,5
1510,경북,9989.1,2021,5
1511,경남,10197.0,2021,5
1512,제주,24783.0,2021,5
1513,서울,29142.3,2021,6
1514,인천,14883.0,2021,6
1515,경기,13797.3,2021,6
1516,부산,14539.8,2021,6
1517,대구,15496.8,2021,6
1518,광주,14173.5,2021,6
1519,대전,12196.8,2021,6
1520,울산,14701.5,2021,6
1521,세종,12533.4,2021,6
1522,강원,9639.3,2021,6
1523,충북,8669.1,2021,6
1524,충남,9266.4,2021,6
1525,전북,8814.3,2021,6
1526,전남,10074.9,2021,6
1527,경북,10061.7,2021,6
1528,경남,10230.0,2021,6
1529,제주,24783.0,2021,6
1530,서울,30396.3,2021,7
1531,인천,14859.9,2021,7
1532,경기,13688.4,2021,7
1533,부산,14493.6,2021,7
1534,대구,15467.1,2021,7
1535,광주,14163.6,2021,7
1536,대전,12196.8,2021,7
1537,울산,14747.7,2021,7
1538,세종,12553.2,2021,7
1539,강원,9253.2,2021,7
1540,충북,8685.6,2021,7
1541,충남,9345.6,2021,7
1542,전북,8893.5,2021,7
1543,전남,10249.8,2021,7
1544,경북,10602.9,2021,7
1545,경남,10665.6,2021,7
1546,제주,27574.8,2021,7
1547,서울,31346.7,2021,8
1548,인천,14239.5,2021,8
1549,경기,13747.8,2021,8
1550,부산,14381.4,2021,8
1551,대구,15536.4,2021,8
1552,광주,14160.3,2021,8
1553,대전,12196.8,2021,8
1554,울산,14364.9,2021,8
1555,세종,12553.2,2021,8
1556,강원,9253.2,2021,8
1557,충북,8698.8,2021,8
1558,충남,9500.7,2021,8
1559,전북,8877.0,2021,8
1560,전남,10490.7,2021,8
1561,경북,10602.9,2021,8
1562,경남,10642.5,2021,8
1563,제주,27574.8,2021,8
1564,서울,31353.3,2021,9
1565,인천,14239.5,2021,9
1566,경기,13949.1,2021,9
1567,부산,14381.4,2021,9
1568,대구,15675.0,2021,9
1569,광주,14315.4,2021,9
1570,대전,12266.1,2021,9
1571,울산,14199.9,2021,9
1572,세종,12553.2,2021,9
1573,강원,9428.1,2021,9
1574,충북,8731.8,2021,9
1575,충남,9543.6,2021,9
1576,전북,8715.3,2021,9
1577,전남,10487.4,2021,9
1578,경북,10345.5,2021,9
1579,경남,10873.5,2021,9
1580,제주,27574.8,2021,9
1581,서울,31884.6,2021,10
1582,인천,14242.8,2021,10
1583,경기,13866.6,2021,10
1584,부산,14586.0,2021,10
1585,대구,15582.6,2021,10
1586,광주,14094.3,2021,10
1587,대전,12351.9,2021,10
1588,울산,14199.9,2021,10
1589,세종,12767.7,2021,10
1590,강원,9804.3,2021,10
1591,충북,8731.8,2021,10
1592,충남,9629.4,2021,10
1593,전북,8860.5,2021,10
1594,전남,9886.8,2021,10
1595,경북,10332.3,2021,10
1596,경남,10969.2,2021,10
1597,제주,22638.0,2021,10
1598,서울,32841.6,2021,11
1599,인천,14704.8,2021,11
1600,경기,14774.1,2021,11
1601,부산,15226.2,2021,11
1602,대구,15721.2,2021,11
1603,광주,14180.1,2021,11
1604,대전,12351.9,2021,11
1605,울산,14199.9,2021,11
1606,세종,12767.7,2021,11
1607,강원,9929.7,2021,11
1608,충북,8725.199999999999,2021,11
1609,충남,9471.0,2021,11
1610,전북,8976.0,2021,11
1611,전남,9764.7,2021,11
1612,경북,10434.6,2021,11
1613,경남,10692.0,2021,11
1614,제주,22638.0,2021,11
1615,서울,32943.9,2021,12
1616,인천,15018.3,2021,12
1617,경기,14711.4,2021,12
1618,부산,16767.3,2021,12
1619,대구,16008.3,2021,12
1620,광주,14536.5,2021,12
1621,대전,12414.6,2021,12
1622,울산,14447.4,2021,12
1623,세종,12338.7,2021,12
1624,강원,10002.3,2021,12
1625,충북,9005.699999999999,2021,12
1626,충남,9665.7,2021,12
1627,전북,9164.1,2021,12
1628,전남,9543.6,2021,12
1629,경북,10880.1,2021,12
1630,경남,10919.7,2021,12
1631,제주,21694.2,2021,12
1632,서울,31620.6,2022,1
1633,인천,15265.8,2022,1
1634,경기,15071.1,2022,1
1635,부산,16945.5,2022,1
1636,대구,15981.9,2022,1
1637,광주,14576.1,2022,1
1638,대전,13157.1,2022,1
1639,울산,14671.8,2022,1
1640,세종,11926.2,2022,1
1641,강원,10002.3,2022,1
1642,충북,9075.0,2022,1
1643,충남,9834.0,2022,1
1644,전북,9378.6,2022,1
1645,전남,9890.1,2022,1
1646,경북,10880.1,2022,1
1647,경남,10936.2,2022,1
1648,제주,21694.2,2022,1
1649,서울,32396.1,2022,2
1650,인천,15219.6,2022,2
1651,경기,15724.5,2022,2
1652,부산,17120.399999999998,2022,2
1653,대구,16397.7,2022,2
1654,광주,14572.8,2022,2
1655,대전,13226.4,2022,2
1656,울산,14671.8,2022,2
1657,세종,11926.2,2022,2
1658,강원,10131.0,2022,2
1659,충북,9042.0,2022,2
1660,충남,9837.3,2022,2
1661,전북,9454.5,2022,2
1662,전남,10124.4,2022,2
1663,경북,11282.7,2022,2
1664,경남,11048.4,2022,2
1665,제주,21093.6,2022,2
1666,서울,31835.1,2022,3
1667,인천,15262.5,2022,3
1668,경기,15793.8,2022,3
1669,부산,16899.3,2022,3
1670,대구,16424.1,2022,3
1671,광주,14995.2,2022,3
1672,대전,13226.4,2022,3
1673,울산,15889.5,2022,3
1674,세종,11926.2,2022,3
1675,강원,10355.4,2022,3
1676,충북,9028.8,2022,3
1677,충남,10015.5,2022,3
1678,전북,9434.7,2022,3
1679,전남,10114.5,2022,3
1680,경북,11282.7,2022,3
1681,경남,11187.0,2022,3
1682,제주,19239.0,2022,3
1683,서울,32244.3,2022,4
1684,인천,15671.7,2022,4
1685,경기,15879.6,2022,4
1686,부산,16899.3,2022,4
1687,대구,16150.2,2022,4
1688,광주,14995.2,2022,4
1689,대전,13681.8,2022,4
1690,울산,18225.9,2022,4
1691,세종,11926.2,2022,4
1692,강원,10503.9,2022,4
1693,충북,9372.0,2022,4
1694,충남,10041.9,2022,4
1695,전북,9510.6,2022,4
1696,전남,10233.3,2022,4
1697,경북,11319.0,2022,4
1698,경남,12021.9,2022,4
1699,제주,19239.0,2022,4
1700,서울,28215.0,2022,5
1701,인천,15807.0,2022,5
1702,경기,16031.4,2022,5
1703,부산,17526.3,2022,5
1704,대구,16047.9,2022,5
1705,광주,14991.9,2022,5
1706,대전,13714.8,2022,5
1707,울산,18018.0,2022,5
1708,세종,11926.2,2022,5
1709,강원,10560.0,2022,5
1710,충북,9682.2,2022,5
1711,충남,10094.7,2022,5
1712,전북,9537.0,2022,5
1713,전남,10269.6,2022,5
1714,경북,11738.1,2022,5
1715,경남,12061.5,2022,5
1716,제주,19239.0,2022,5
1717,서울,28215.0,2022,6
1718,인천,15899.4,2022,6
1719,경기,16262.4,2022,6
1720,부산,17938.8,2022,6
1721,대구,16427.399999999998,2022,6
1722,광주,15364.8,2022,6
1723,대전,13761.0,2022,6
1724,울산,17981.7,2022,6
1725,세종,11926.2,2022,6
1726,강원,10682.1,2022,6
1727,충북,9876.9,2022,6
1728,충남,10114.5,2022,6
1729,전북,9989.1,2022,6
1730,전남,10269.6,2022,6
1731,경북,11639.1,2022,6
1732,경남,11929.5,2022,6
1733,제주,19239.0,2022,6
1734,서울,28215.0,2022,7
1735,인천,16331.7,2022,7
1736,경기,16354.8,2022,7
1737,부산,17991.6,2022,7
1738,대구,16797.0,2022,7
1739,광주,15397.8,2022,7
1740,대전,13761.0,2022,7
1741,울산,17981.7,2022,7
1742,세종,10586.4,2022,7
1743,강원,10725.0,2022,7
1744,충북,9906.6,2022,7
1745,충남,10213.5,2022,7
1746,전북,9995.7,2022,7
1747,전남,10256.4,2022,7
1748,경북,11345.4,2022,7
1749,경남,11969.1,2022,7
1750,제주,19239.0,2022,7
1751,서울,27300.9,2022,8
1752,인천,17044.5,2022,8
1753,경기,16579.2,2022,8
1754,부산,17938.8,2022,8
1755,대구,16780.5,2022,8
1756,광주,15628.8,2022,8
1757,대전,13761.0,2022,8
1758,울산,17932.2,2022,8
1759,세종,10586.4,2022,8
1760,강원,10824.0,2022,8
1761,충북,9903.3,2022,8
1762,충남,10395.0,2022,8
1763,전북,10104.6,2022,8
1764,전남,10197.0,2022,8
1765,경북,11447.7,2022,8
1766,경남,11926.2,2022,8
1767,제주,21542.4,2022,8
1768,서울,28059.9,2022,9
1769,인천,17123.7,2022,9
1770,경기,17008.2,2022,9
1771,부산,18011.399999999998,2022,9
1772,대구,16764.0,2022,9
1773,광주,15358.2,2022,9
1774,대전,14289.0,2022,9
1775,울산,17932.2,2022,9
1776,세종,10586.4,2022,9
