,지역명,평당분양가격,연도,월
1777,강원,10880.1,2022,9
1778,충북,9985.8,2022,9
1779,충남,10395.0,2022,9
1780,전북,10190.4,2022,9
1781,전남,10639.2,2022,9
1782,경북,11949.3,2022,9
1783,경남,11988.9,2022,9
1784,제주,21542.4,2022,9
1785,서울,28059.9,2022,10
1786,인천,16602.3,2022,10
1787,경기,17282.1,2022,10
1788,부산,18470.1,2022,10
1789,대구,16859.7,2022,10
1790,광주,15589.2,2022,10
1791,대전,15107.4,2022,10
1792,울산,18123.6,2022,10
1793,세종,10586.4,2022,10
1794,강원,11398.2,2022,10
1795,충북,9969.3,2022,10
1796,충남,10919.7,2022,10
1797,전북,10243.2,2022,10
1798,전남,10659.0,2022,10
1799,경북,12012.0,2022,10
1800,경남,11889.9,2022,10
1801,제주,22159.5,2022,10
1802,서울,29835.3,2022,11
1803,인천,16641.899999999998,2022,11
1804,경기,16585.8,2022,11
1805,부산,19823.1,2022,11
1806,대구,16566.0,2022,11
1807,광주,15684.9,2022,11
1808,대전,15137.1,2022,11
1809,울산,18932.1,2022,11
1810,세종,10586.4,2022,11
1811,강원,12398.1,2022,11
1812,충북,9969.3,2022,11
1813,충남,11051.7,2022,11
1814,전북,10411.5,2022,11
1815,전남,10718.4,2022,11
1816,경북,12081.3,2022,11
1817,경남,11863.5,2022,11
1818,제주,22159.5,2022,11
1819,서울,29779.2,2022,12
1820,인천,16655.1,2022,12
1821,경기,17169.899999999998,2022,12
1822,부산,19456.8,2022,12
1823,대구,16899.3,2022,12
1824,광주,14625.6,2022,12
1825,대전,15298.8,2022,12
1826,울산,18321.6,2022,12
1827,세종,12279.3,2022,12
1828,강원,12688.5,2022,12
1829,충북,10520.4,2022,12
1830,충남,11035.2,2022,12
1831,전북,10381.8,2022,12
1832,전남,10596.3,2022,12
1833,경북,12289.2,2022,12
1834,경남,11860.2,2022,12
1835,제주,22951.5,2022,12
1836,서울,30630.6,2023,1
1837,인천,16625.399999999998,2023,1
1838,경기,17239.2,2023,1
1839,부산,19456.8,2023,1
1840,대구,16958.7,2023,1
1841,광주,17268.899999999998,2023,1
1842,대전,15440.7,2023,1
1843,울산,18321.6,2023,1
1844,세종,12279.3,2023,1
1845,강원,12688.5,2023,1
1846,충북,10520.4,2023,1
1847,충남,11338.8,2023,1
1848,전북,10381.8,2023,1
1849,전남,10616.1,2023,1
1850,경북,12516.9,2023,1
1851,경남,11929.5,2023,1
1852,제주,22951.5,2023,1
1853,서울,30445.8,2023,2
1854,인천,16288.8,2023,2
1855,경기,17252.399999999998,2023,2
1856,부산,19116.9,2023,2
1857,대구,17087.399999999998,2023,2
1858,광주,15275.7,2023,2
1859,대전,15556.2,2023,2
1860,울산,18321.6,2023,2
1861,세종,12279.3,2023,2
1862,강원,12688.5,2023,2
1863,충북,10589.7,2023,2
1864,충남,11738.1,2023,2
1865,전북,10381.8,2023,2
1866,전남,10946.1,2023,2
1867,경북,12513.6,2023,2
1868,경남,11823.9,2023,2
1869,제주,22948.2,2023,2
1870,서울,30624.0,2023,3
1871,인천,16391.1,2023,3
1872,경기,18202.8,2023,3
1873,부산,19199.4,2023,3
1874,대구,17087.399999999998,2023,3
1875,광주,16651.8,2023,3
1876,대전,15556.2,2023,3
1877,울산,18423.9,2023,3
1878,세종,12279.3,2023,3
1879,강원,12939.3,2023,3
1880,충북,10635.9,2023,3
1881,충남,11738.1,2023,3
1882,전북,10645.8,2023,3
1883,전남,10942.8,2023,3
1884,경북,12513.6,2023,3
1885,경남,11962.5,2023,3
1886,제주,23740.2,2023,3
1887,서울,30643.8,2023,4
1888,인천,16397.7,2023,4
1889,경기,19133.4,2023,4
1890,부산,19371.0,2023,4
1891,대구,17087.399999999998,2023,4
1892,광주,16651.8,2023,4
1893,대전,16153.5,2023,4
1894,울산,18423.9,2023,4
1895,세종,12279.3,2023,4
1896,강원,12969.0,2023,4
1897,충북,10794.3,2023,4
1898,충남,11748.0,2023,4
1899,전북,10942.8,2023,4
1900,전남,10939.5,2023,4
1901,경북,12513.6,2023,4
1902,경남,11936.1,2023,4
1903,제주,23740.2,2023,4
1904,서울,31066.2,2023,5
1905,인천,16470.3,2023,5
1906,경기,19163.1,2023,5
1907,부산,20093.7,2023,5
1908,대구,18047.7,2023,5
1909,광주,18176.4,2023,5
1910,대전,16153.5,2023,5
1911,울산,17869.5,2023,5
1912,세종,12279.3,2023,5
1913,강원,12969.0,2023,5
1914,충북,10546.8,2023,5
1915,충남,11757.9,2023,5
1916,전북,10942.8,2023,5
1917,전남,11226.6,2023,5
1918,경북,12305.7,2023,5
1919,경남,11536.8,2023,5
1920,제주,23740.2,2023,5
1921,서울,31927.5,2023,6
1922,인천,16460.399999999998,2023,6
1923,경기,19364.4,2023,6
1924,부산,20621.7,2023,6
1925,대구,16968.6,2023,6
1926,광주,18176.4,2023,6
1927,대전,16278.9,2023,6
1928,울산,17991.6,2023,6
1929,세종,12279.3,2023,6
1930,강원,12401.4,2023,6
1931,충북,10609.5,2023,6
1932,충남,11771.1,2023,6
1933,전북,11124.3,2023,6
1934,전남,11226.6,2023,6
1935,경북,12639.0,2023,6
1936,경남,11655.6,2023,6
1937,제주,24175.8,2023,6
1938,서울,31927.5,2023,7
1939,인천,16064.4,2023,7
1940,경기,19542.6,2023,7
1941,부산,20687.7,2023,7
1942,대구,16358.1,2023,7
1943,광주,18146.7,2023,7
1944,대전,16731.0,2023,7
1945,울산,17991.6,2023,7
1946,세종,12279.3,2023,7
1947,강원,13365.0,2023,7
1948,충북,10612.8,2023,7
1949,충남,11784.3,2023,7
1950,전북,11196.9,2023,7
1951,전남,11394.9,2023,7
1952,경북,12843.6,2023,7
1953,경남,11279.4,2023,7
1954,제주,24175.8,2023,7
1955,서울,31795.5,2023,8
1956,인천,16097.4,2023,8
1957,경기,19572.3,2023,8
1958,부산,21921.9,2023,8
1959,대구,16688.1,2023,8
1960,광주,18252.3,2023,8
1961,대전,16731.0,2023,8
1962,울산,18067.5,2023,8
1963,세종,12279.3,2023,8
1964,강원,13374.9,2023,8
1965,충북,10725.0,2023,8
1966,충남,11843.7,2023,8
1967,전북,11596.2,2023,8
1968,전남,12074.7,2023,8
1969,경북,13318.8,2023,8
1970,경남,11163.9,2023,8
1971,제주,25551.9,2023,8
1972,서울,32000.1,2023,9
1973,인천,16100.7,2023,9
1974,경기,19509.6,2023,9
1975,부산,21921.9,2023,9
1976,대구,16688.1,2023,9
1977,광주,18011.399999999998,2023,9
1978,대전,16731.0,2023,9
1979,울산,17928.899999999998,2023,9
1980,세종,12279.3,2023,9
1981,강원,13724.7,2023,9
1982,충북,10926.3,2023,9
1983,충남,11853.6,2023,9
1984,전북,11583.0,2023,9
1985,전남,12031.8,2023,9
1986,경북,13335.3,2023,9
1987,경남,11622.6,2023,9
1988,제주,25551.9,2023,9
1989,서울,32155.2,2023,10
1990,인천,16872.899999999998,2023,10
1991,경기,19532.7,2023,10
1992,부산,22182.6,2023,10
1993,대구,17575.8,2023,10
1994,광주,18011.399999999998,2023,10
1995,대전,16361.4,2023,10
1996,울산,17777.1,2023,10
1997,세종,12279.3,2023,10
1998,강원,14298.9,2023,10
1999,충북,11203.5,2023,10
2000,충남,11922.9,2023,10
2001,전북,11559.9,2023,10
2002,전남,12031.8,2023,10
2003,경북,13335.3,2023,10
2004,경남,12929.4,2023,10
2005,제주,25743.3,2023,10
2006,서울,34145.1,2023,11
2007,인천,16816.8,2023,11
2008,경기,21304.8,2023,11
2009,부산,20691.0,2023,11
2010,대구,17575.8,2023,11
2011,광주,17998.2,2023,11
2012,대전,16335.0,2023,11
2013,울산,16698.0,2023,11
2014,세종,12279.3,2023,11
2015,강원,14487.0,2023,11
2016,충북,11299.2,2023,11
2017,충남,12767.7,2023,11
2018,전북,11612.7,2023,11
2019,전남,13401.3,2023,11
2020,경북,13668.6,2023,11
2021,경남,13919.4,2023,11
2022,제주,25743.3,2023,11
2023,서울,34947.0,2023,12
2024,인천,16493.399999999998,2023,12
2025,경기,21591.9,2023,12
2026,부산,20691.0,2023,12
2027,대구,17087.399999999998,2023,12
2028,광주,18107.1,2023,12
2029,대전,16160.1,2023,12
2030,울산,16024.8,2023,12
2031,세종,12279.3,2023,12
2032,강원,14642.1,2023,12
2033,충북,11540.1,2023,12
2034,충남,12823.8,2023,12
2035,전북,11612.7,2023,12
2036,전남,13401.3,2023,12
2037,경북,13190.1,2023,12
2038,경남,13431.0,2023,12
2039,제주,25743.3,2023,12
2040,서울,37072.2,2024,1
2041,인천,16453.8,2024,1
2042,경기,21519.3,2024,1
2043,부산,20691.0,2024,1
2044,대구,23964.6,2024,1
2045,광주,18532.8,2024,1
2046,대전,16160.1,2024,1
2047,울산,16024.8,2024,1
2048,세종,18126.9,2024,1
2049,강원,14642.1,2024,1
2050,충북,11540.1,2024,1
2051,충남,11932.8,2024,1
2052,전북,11612.7,2024,1
2053,전남,12417.9,2024,1
2054,경북,13770.9,2024,1
2055,경남,13431.0,2024,1
2056,제주,25743.3,2024,1
2057,서울,37808.1,2024,2
2058,인천,18090.6,2024,2
2059,경기,20892.3,2024,2
2060,부산,20575.5,2024,2
2061,대구,23964.6,2024,2
2062,광주,19054.2,2024,2
2063,대전,17216.1,2024,2
2064,울산,16724.399999999998,2024,2
2065,세종,18126.9,2024,2
2066,강원,14642.1,2024,2
2067,충북,11711.7,2024,2
2068,충남,12064.8,2024,2
2069,전북,12318.9,2024,2
2070,전남,12147.3,2024,2
2071,경북,13784.1,2024,2
2072,경남,13840.2,2024,2
2073,제주,24773.1,2024,2
2074,서울,37943.4,2024,3
2075,인천,18117.0,2024,3
2076,경기,20895.6,2024,3
2077,부산,20575.5,2024,3
2078,대구,30600.9,2024,3
2079,광주,18885.9,2024,3
2080,대전,17351.399999999998,2024,3
2081,울산,16711.2,2024,3
2082,세종,18126.9,2024,3
2083,강원,14642.1,2024,3
2084,충북,12592.8,2024,3
2085,충남,12064.8,2024,3
2086,전북,12487.2,2024,3
2087,전남,12147.3,2024,3
2088,경북,13784.1,2024,3
2089,경남,13840.2,2024,3
2090,제주,24773.1,2024,3
2091,서울,38841.0,2024,4
2092,인천,18189.6,2024,4
2093,경기,21083.7,2024,4
2094,부산,20116.8,2024,4
2095,대구,30600.9,2024,4
2096,광주,18885.9,2024,4
2097,대전,18767.1,2024,4
2098,울산,16942.2,2024,4
2099,세종,18126.9,2024,4
2100,강원,14777.4,2024,4
2101,충북,12962.4,2024,4
2102,충남,12117.6,2024,4
2103,전북,12226.5,2024,4
2104,전남,12147.3,2024,4
2105,경북,13784.1,2024,4
2106,경남,13840.2,2024,4
2107,제주,24773.1,2024,4
2108,서울,38629.8,2024,5
2109,인천,18239.1,2024,5
2110,경기,20908.8,2024,5
2111,부산,20859.3,2024,5
2112,대구,23964.6,2024,5
2113,광주,18054.3,2024,5
2114,대전,18767.1,2024,5
2115,울산,18222.6,2024,5
2116,세종,18126.9,2024,5
2117,강원,14774.1,2024,5
2118,충북,12962.4,2024,5
2119,충남,11893.2,2024,5
2120,전북,12134.1,2024,5
2121,전남,12147.3,2024,5
2122,경북,13784.1,2024,5
2123,경남,14176.8,2024,5
2124,제주,24773.1,2024,5
2125,서울,18625.2,2024,6
2126,인천,41830.8,2024,6
2127,경기,17744.1,2024,6
2128,부산,27017.1,2024,6
2129,대구,21331.2,2024,6
2130,광주,23964.6,2024,6
2131,대전,18054.3,2024,6
2132,울산,17899.2,2024,6
2133,세종,18126.9,2024,6
2134,강원,15077.7,2024,6
2135,충북,13011.9,2024,6
2136,충남,11893.2,2024,6
2137,전북,12028.5,2024,6
2138,전남,13101.0,2024,6
2139,경북,13784.1,2024,6
2140,경남,14543.1,2024,6
2141,제주,24142.8,2024,6
2142,서울,43939.5,2024,7
2143,인천,17754.0,2024,7
2144,경기,21377.4,2024,7
2145,부산,22555.5,2024,7
2146,대구,23964.6,2024,7
2147,광주,18222.6,2024,7
2148,대전,17592.3,2024,7
2149,울산,18136.8,2024,7
2150,세종,18126.9,2024,7
2151,강원,15120.6,2024,7
2152,충북,13011.9,2024,7
2153,충남,11893.2,2024,7
2154,전북,12028.5,2024,7
2155,전남,13101.0,2024,7
2156,경북,13827.0,2024,7
2157,경남,13308.9,2024,7
2158,제주,24142.8,2024,7
2159,서울,43041.9,2024,8
2160,인천,17948.7,2024,8
2161,경기,21248.7,2024,8
2162,부산,22304.7,2024,8
2163,대구,23964.6,2024,8
2164,광주,18328.2,2024,8
2165,대전,17592.3,2024,8
2166,울산,17889.3,2024,8
2167,세종,18126.9,2024,8
2168,강원,15120.6,2024,8
2169,충북,13011.9,2024,8
2170,충남,11899.8,2024,8
2171,전북,12058.2,2024,8
2172,전남,13120.8,2024,8
2173,경북,13827.0,2024,8
2174,경남,13252.8,2024,8
2175,제주,25419.9,2024,8
